lsoa_code,lsoa_name,borough,imd_score,imd_quintile,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,status,data_source,population_density,ptal_score,ptal_category,accessibility_index,road_density_km_per_sqkm,building_density,gvi_z,imd_z,pop_density_z,ptal_z,road_density_z,building_density_z,log_pop_density,log_building_density,pop_density_tertile,pop_density_cat,ptal_cat_simple,building_density_tertile,building_density_cat
E01003037,Lambeth 013A,Lambeth,38.342,Q5_Most,80,11.09344482421875,6.4239501953125,13.7821583274169,0,55.55419921875,0.77972412109375,16.3787841796875,completed,measured,12604.9,3,Moderate,12.6955016478,27.6623905846878,33.46735049,-0.5315211998132642,1.3442693377176596,-0.21618855287471309,-0.6428964992312065,1.3563693574528761,0.46245377258871795,9.441920237311145,3.5400125133448026,2,Medium,Moderate,3,High
E01003038,Lambeth 013B,Lambeth,14.932,Q2,80,25.031814575195313,5.9051513671875,36.292547135815546,0,98.577880859375,2.00958251953125,19.842529296875,completed,measured,12806.6,4,Good,19.2104652217,29.7321896159128,30.81982506,0.8164248643622145,-0.9169662449288686,-0.1848868623233268,0.0016546181840391264,1.5944445788047026,0.1851986876137874,9.457794023707919,3.460089525094402,2,Medium,Moderate,2,Medium
E01003040,Lambeth 013D,Lambeth,21.291,Q3,80,35.37376403808594,31.6986083984375,24.6264198525134,0.25634765625,98.05908203125,20.04852294921875,45.1690673828125,completed,measured,8256,4,Good,19.4275054603,7.1012894210568,25.531078,1.8165698112580608,-0.302733136426123,-0.8910914881197469,0.0016546181840391264,-1.0086374074172413,-0.36865133358552277,9.01881660441743,3.278316800569523,1,Low,Moderate,2,Medium
E01003041,Lambeth 017C,Lambeth,34.66,Q5_Most,80,4.341812133789063,0.45166015625,12.235944656814222,0,76.800537109375,0.04119873046875,2.22320556640625,completed,measured,15833.3,6,Excellent,29.2722894443,16.9798932738423,31.19291511,-1.184455285679767,0.9886149415064456,0.28482472315947194,1.2907568530145304,0.12763271514967275,0.22426955444812466,9.669933752122565,3.4717464007009786,2,Medium,Good,2,Medium
E01003042,Lambeth 013E,Lambeth,26.014,Q3,80,28.31039428710937,28.192138671875,16.71755925106556,0.87890625,82.9345703125,19.12689208984375,35.015869140625,completed,measured,11579.5,4,Good,17.7043414991,3.4503795782563,21.80966272,1.13348838740805,0.15347428163622434,-0.37531970553406546,0.0016546181840391264,-1.4285772932939216,-0.7583666873992932,9.357077928087767,3.127184249689825,2,Medium,Moderate,1,Low
E01003043,Lambeth 018A,Lambeth,23.727,Q3,80,20.65498352050781,20.3826904296875,13.525761106689805,0.091552734375,69.598388671875,8.1298828125,33.18023681640625,completed,measured,15648,5,Very Good,24.3397911105,22.996121809316797,34.44114455,0.3931521072800115,-0.06743326973125145,0.25606813783883814,0.6462057355992847,0.8196394842506107,0.5644317750637995,9.658162296163171,3.567873420644288,2,Medium,Good,3,High
E01003044,Lambeth 018B,Lambeth,43.069,Q5_Most,80,15.83831787109375,5.1422119140625,22.61535177744777,0,95.574951171875,2.95562744140625,17.9962158203125,completed,measured,20997,2,Poor,7.67492285167,6.8267097768478,30.26175428,-0.07265599083863807,1.8008631266612798,1.086175935356759,-1.2874476166464521,-1.0402204783277895,0.1267562040109292,9.952182474074887,3.4423954424206378,3,High,Poor,2,Medium
E01003045,Lambeth 011A,Lambeth,38.842,Q5_Most,80,22.74383544921875,19.43359375,18.76698566753742,0,73.016357421875,7.48443603515625,32.98797607421875,completed,measured,17440.8,5,Very Good,24.4906170665,29.4457105385224,25.38679684,0.5951599307382748,1.3925656978767056,0.5342915925761962,0.6462057355992847,1.5614927952095476,-0.38376079573564914,9.766624903146255,3.272863765353733,3,High,Good,2,Medium
E01003046,Lambeth 009A,Lambeth,33.936,Q5_Most,80,32.43217468261719,32.0587158203125,13.391658371747692,1.7822265625,59.60693359375,23.7274169921875,43.8323974609375,completed,measured,17721.5,3,Moderate,11.4358192754,5.8459451389575,30.25941104,1.5320958114313037,0.9186818119961474,0.5778532412513282,-0.6428964992312065,-1.1530313139390052,0.1265108144112844,9.782590297729172,3.442320484124864,3,High,Moderate,2,Medium
E01003047,Lambeth 011B,Lambeth,39.632,Q5_Most,80,9.2144775390625,1.6632080078125,13.95308460975175,0,71.484375,0,14.801025390625,completed,measured,9900.4,6.5,Excellent,41.2482823759,15.7395937229883,28.97735646,-0.7132315864647161,1.4688739469279979,-0.6358981319338302,1.6130324117221533,-0.015030695962938573,-0.007748954160758656,9.200431440266058,3.400442312002127,1,Low,Good,2,Medium
E01003048,Lambeth 009B,Lambeth,37.906,Q5_Most,80,9.9118804931640625,6.93359375,10.84477971409384,0,44.097900390625,0.13275146484375,16.8304443359375,completed,measured,15757.8,3,Moderate,14.4657879097,32.683333037943996,13.96727852,-0.6457874316660754,1.3021549116589717,0.27310792773741116,-0.6428964992312065,1.9338949857484318,-1.5796395911980117,9.66515421838093,2.705866386313533,2,Medium,Moderate,1,Low
E01003049,Lambeth 011C,Lambeth,39.746,Q5_Most,80,15.44586181640625,14.166259765625,13.36083643641061,0,55.8349609375,4.0740966796875,22.2442626953125,completed,measured,14869.6,6,Excellent,25.5569211909,12.101575795539,24.1617714,-0.11060946773221726,1.4798855170442609,0.13526875298410843,1.2907568530145304,-0.4334877105296107,-0.5120483387428003,9.607141388337551,3.225325834759301,2,Medium,Good,1,Low
E01003050,Lambeth 016B,Lambeth,27.883,Q4,80,23.95172119140625,25.0213623046875,18.58639012709996,0,75.164794921875,7.3516845703125,35.19287109375,completed,measured,16146.8,6,Excellent,34.7535677425,16.0162133504058,33.66895928,0.7119716426704571,0.33400607591073783,0.3334765822961084,1.2907568530145304,0.016787020653106107,0.483566718878017,9.689539096461402,3.545844741363491,3,High,Good,3,High
E01003051,Lambeth 018C,Lambeth,36.268,Q5_Most,80,10.880508422851563,7.879638671875,13.903046602790138,0,73.846435546875,0.36163330078125,15.069580078125,completed,measured,11455.8,4,Good,18.2091365408,28.630905186659906,24.99364893,-0.5521137647452198,1.1439360357779376,-0.3945166273050446,0.0016546181840391264,1.4677711528776802,-0.4249321688071313,9.346338719164493,3.2578522362591595,2,Medium,Moderate,2,Medium
E01003052,Lambeth 016C,Lambeth,40.689,Q5_Most,80,5.6756591796875,4.2572021484375,5.364075375476767,0,22.83935546875,1.74560546875,8.074951171875,completed,measured,17680.7,5,Very Good,22.7303530611,17.6841704842874,31.08021063,-1.0554621603822465,1.5709724523042212,0.5715215160431153,0.6462057355992847,0.208641040228716,0.21246687643590412,9.780285485415304,3.4682393487498264,3,High,Good,2,Medium
E01003053,Lambeth 015B,Lambeth,23.236,Q3,80,4.361495971679688,1.983642578125,5.863953366801931,0,29.718017578125,0.18463134765625,6.95953369140625,completed,measured,14443.5,6,Excellent,28.6476593144,17.5512308493372,37.26484507,-1.1825517092725852,-0.11486029540743448,0.06914257378755084,1.2907568530145304,0.19334987787926392,0.8601363294923308,9.57806899824795,3.6445315913839633,2,Medium,Good,3,High
E01003054,Lambeth 015C,Lambeth,21.766,Q3,80,5.5474853515625,1.66015625,9.93077112103218,0,57.366943359375,0.23651123046875,5.2001953125,completed,measured,25011.4,6,Excellent,27.7844549906,14.7138188547016,40.0235561,-1.0678575416383145,-0.2568515942750296,1.7091680352550471,1.2907568530145304,-0.1330187591228488,1.149035031796364,10.127126980882997,3.714146440744343,3,High,Good,3,High
E01003055,Lambeth 016D,Lambeth,34.093,Q5_Most,80,8.273773193359375,1.7913818359375,12.39167076254309,0,49.6337890625,0.140380859375,12.01171875,completed,measured,11695.9,6,Excellent,33.274852054,18.7254363389837,28.16309737,-0.8042048310404998,0.9338468690860882,-0.3572556659694579,1.2907568530145304,0.3284109285623686,-0.09302007965455968,9.367079128413513,3.372904121321205,2,Medium,Good,2,Medium
E01003056,Lambeth 015D,Lambeth,29.918,Q4,80,6.89849853515625,2.77099609375,11.253854721180437,0,69.073486328125,0.19683837890625,8.392333984375,completed,measured,20541.5,5,Very Good,22.1920322419,12.009308453396502,33.47288599,-0.9372043206368564,0.5305722617580546,1.0154871894660482,0.6462057355992847,-0.4441006094501012,0.4630334631576878,9.930251189805343,3.5401731017121927,3,High,Good,3,High
E01003057,Lambeth 017D,Lambeth,36.558,Q5_Most,80,7.082061767578125,2.7740478515625,10.502743436712828,0,46.636962890625,0.091552734375,7.9437255859375,completed,measured,17705.1,6,Excellent,25.6451006599,19.9378323802099,25.62425551,-0.9194523639094163,1.171947924670184,0.5753081360205756,1.2907568530145304,0.46786478448101504,-0.35889356576200365,9.78166449195805,3.2818226615729156,3,High,Good,2,Medium
E01003058,Lambeth 015E,Lambeth,24.327,Q3,80,6.614303588867188,1.6815185546875,10.880162056746766,0,49.945068359375,0.0823974609375,7.916259765625,completed,measured,21723.4,5,Very Good,22.2199325002,10.6074667502048,40.79988728,-0.9646881272909354,-0.009477637540396251,1.1989054743578844,0.6462057355992847,-0.6053451403213234,1.2303342574206437,9.986191331800542,3.732893642876357,3,High,Good,3,High
E01003059,Lambeth 011D,Lambeth,39.166,Q5_Most,80,8.1627655029296875,2.392578125,12.70775564796117,0,67.7490234375,0.08392333984375,10.8795166015625,completed,measured,28554.8,6,Excellent,29.6688213935,7.3014953810241,36.84340429,-0.81494011659263,1.423861739259767,2.259065954440876,1.2907568530145304,-0.9856090469261456,0.8160020605834197,10.259615346815782,3.633456705517585,3,High,Good,3,High
E01003060,Lambeth 011E,Lambeth,36.815,Q5_Most,80,14.133529663085938,4.6875,19.02990394904812,0,72.509765625,0.4913330078125,21.08306884765625,completed,measured,19906.1,6,Excellent,35.3794944682,8.0396239273066,31.4513674,-0.23752193974746913,1.1967722537919334,0.9168798807087313,1.2907568530145304,-0.9007070277488041,0.2513352856452428,9.898831730999934,3.4797425809371743,3,High,Good,2,Medium
E01003061,Lambeth 011F,Lambeth,37.895,Q5_Most,80,4.0960693359375,0.6927490234375,8.166574246911892,0,49.566650390625,0,5.267333984375,completed,measured,16738,6.5,Excellent,40.5089377328,11.1883320692942,39.24085882,-1.2082204779570256,1.301092391735473,0.4252245220778611,1.6130324117221533,-0.5385320645919557,1.067069133219123,9.72549660510262,3.694882868009065,3,High,Good,3,High
E01003062,Lambeth 033A,Lambeth,22.44,Q3,80,34.38056945800781,27.20947265625,30.004660311367456,0,100,9.5794677734375,45.97625732421875,completed,measured,13525.1,5,Very Good,20.2740022863,27.179857233248494,30.17139037,1.7205203629297923,-0.19174810078063548,-0.07338331913457634,0.6462057355992847,1.300866754195032,0.11729308299164702,9.512376431276268,3.4395006988158667,2,Medium,Good,2,Medium
E01003063,Lambeth 033B,Lambeth,37.714,Q5_Most,19,23.245408918902193,23.245408918902193,8,8.245408918902193,38.24540891890219,18.245408918902193,28.245408918902193,insufficient,predicted,11047.1,3,Moderate,12.1448778488,18.512823943694094,21.94233432,0.6436658892136027,1.283609109357898,-0.4579425119275111,-0.6428964992312065,0.30395553830123906,-0.7444730056559755,9.310013746460184,3.1329838641528647,2,Medium,Moderate,1,Low
E01003064,Lambeth 028A,Lambeth,12.812,Q1_Least,80,12.378158569335938,11.1480712890625,7.879280149767631,0.726318359375,33.612060546875,5.950927734375,17.77496337890625,completed,measured,9586.9,1.5,Very Poor,4.91150561735,16.1393674967822,31.23036816,-0.4072796373305698,-1.1217428120032231,-0.6845499910704665,-1.609723175354075,0.030952623311449143,0.2281917258624783,9.168257165796089,3.4729091186600267,1,Low,Poor,2,Medium
E01003065,Lambeth 031A,Lambeth,41.077,Q5_Most,80,21.057205200195313,16.5924072265625,22.068979942420864,0,94.561767578125,3.7933349609375,26.092529296875,completed,measured,13657.1,2,Poor,5.47583586792,22.1065803132822,23.26475707,0.4320499941740533,1.6084504277876406,-0.05289832581388732,-1.2874476166464521,0.7173214401433374,-0.6059857874523598,9.52208803121044,3.1890249712678096,2,Medium,Poor,1,Low
E01003066,Lambeth 028B,Lambeth,37.398,Q5_Most,80,22.014312744140625,13.751220703125,25.03781507435868,0,93.85986328125,0.9124755859375,32.2967529296875,completed,measured,5472.7,3,Moderate,12.4959046944,9.409575842468,59.08855323,0.5246095524224885,1.2530858097373814,-1.3230299874339422,-0.6428964992312065,-0.7431305671731234,3.1455663358695998,8.607710083568293,4.095819361337732,1,Low,Moderate,3,High
E01003067,Lambeth 033C,Lambeth,20.479,Q2,80,21.25839233398437,19.2138671875,18.053152402844752,0,80.340576171875,7.60040283203125,26.3824462890625,completed,measured,10366.7,2,Poor,7.71861688432,23.0811032271448,27.03203486,0.4515063158242023,-0.38116642532441364,-0.5635333411350626,-1.2874476166464521,0.8294143317382047,-0.21146760380997748,9.24645048298824,3.333347958331975,1,Low,Poor,2,Medium
E01003068,Lambeth 031B,Lambeth,28.816,Q4,80,33.7615966796875,32.3638916015625,23.57147611705105,0,93.85986328125,17.19512939453125,44.79827880859375,completed,measured,8849,2,Poor,6.25789461296,10.5761651632965,18.48443596,1.6606610009473646,0.4241270839675174,-0.799064207519985,-1.2874476166464521,-0.6089455537524991,-1.1065922483166486,9.088172738001974,2.9696159909762563,1,Low,Poor,1,Low
E01003069,Lambeth 033D,Lambeth,32.698,Q4,80,35.184326171875,32.6141357421875,15.247413166686732,7.293701171875,78.4423828125,26.06353759765625,47.41973876953125,completed,measured,5821.3,2,Poor,7.67676116711,19.7155945096264,10.23475463,1.7982497328897178,0.7991000242423498,-1.2689309823461223,-1.2874476166464521,0.4423022397925041,-1.970518264757309,8.669450651662313,2.419012065612419,1,Low,Poor,1,Low
E01003070,Lambeth 033E,Lambeth,43.799,Q5_Most,80,45.73524475097656,42.8314208984375,23.955936360988336,0,100,29.1778564453125,64.599609375,completed,measured,12048.3,2,Poor,8.7271445596,12.5884614844582,20.08277878,2.818603578154832,1.8713758124934865,-0.30256694137695184,-1.2874476166464521,-0.3774844868282879,-0.9392100319433121,9.39676184594513,3.048456535668691,2,Medium,Poor,1,Low
E01003071,Lambeth 018D,Lambeth,16.108,Q2,80,21.23970031738281,20.8770751953125,16.329605711691784,0.048828125,95.574951171875,7.03582763671875,30.86395263671875,completed,measured,13096.8,3,Moderate,13.7977592978,5.5700431510326,28.64291029,0.44969865605769244,-0.8033732058347927,-0.13985091488647883,-0.6428964992312065,-1.1847664852554947,-0.04277294306457436,9.480199556154624,3.389222983529495,2,Medium,Moderate,2,Medium
E01003072,Lambeth 014A,Lambeth,16.47,Q2,80,22.86170959472656,19.6929931640625,15.660131297199571,0.213623046875,61.529541015625,10.44464111328125,36.30523681640625,completed,measured,8371.1,3,Moderate,11.327984464,13.4263030932697,23.73099544,0.6065592545719797,-0.7684066410796436,-0.8732291947014794,-0.6428964992312065,-0.2811131370178123,-0.5571602096399031,9.032660028071717,3.208057333048333,1,Low,Moderate,1,Low
E01003073,Lambeth 014B,Lambeth,30.231,Q4,80,6.036911010742188,2.0782470703125,10.337479259847086,0,73.846435546875,0.0885009765625,7.0556640625,completed,measured,9490.8,2,Poor,9.72795280639,19.9583686269973,35.1211091,-1.0205263685682697,0.5608057832176175,-0.6994636869653016,-1.2874476166464521,0.4702269324122332,0.6356392607234143,9.158183546958618,3.586877434057432,1,Low,Poor,3,High
E01003074,Lambeth 018E,Lambeth,24.577,Q3,80,24.228286743164063,20.8648681640625,18.12600943419576,0,80.078125,10.40191650390625,33.9324951171875,completed,measured,3316.5,4,Good,15.4399793334,5.2565960090788,6.755734152,0.7387176290116749,0.014670542539126693,-1.6576492495405304,0.0016546181840391264,-1.2208202260182306,-2.334849465253998,8.106966766206362,2.048432460361805,1,Low,Moderate,1,Low
E01003075,Lambeth 009C,Lambeth,42.602,Q5_Most,80,12.488250732421877,12.3291015625,8.848998259298208,0,37.249755859375,5.45501708984375,17.645263671875,completed,measured,21971.8,4,Good,15.4961791444,7.2754254428123,27.61164312,-0.3966328902159828,1.7557543262727304,1.2374545072431806,0.0016546181840391264,-0.9886076985907611,-0.1507696646863213,9.997560603776018,3.353813737080133,3,High,Moderate,2,Medium
E01003076,Lambeth 014C,Lambeth,18.536,Q2,80,14.474334716796877,12.09716796875,11.413372057384022,0,47.674560546875,5.2886962890625,20.4742431640625,completed,measured,7181.6,4,Good,19.4653848522,8.9431042804693,33.20648316,-0.20456350637195997,-0.5688460809024657,-1.0578269186026885,0.0016546181840391264,-0.7967856895795945,0.4351351327272175,8.87941671348538,3.5324151921850513,1,Low,Moderate,3,High
E01003077,Lambeth 014D,Lambeth,19.571,Q2,80,6.1428070068359375,2.801513671875,7.928264333050171,0,48.05908203125,0.12359619140625,9.45281982421875,completed,measured,18017.4,3,Moderate,13.5270076606,15.5638184616839,29.37287671,-1.0102854226257565,-0.46887261537324076,0.6237737679452063,-0.6428964992312065,-0.0352489556161247,0.03367085593075607,9.799148736987169,3.413549996665975,3,High,Moderate,2,Medium
E01003078,Lambeth 014E,Lambeth,10.834,Q1_Least,80,23.54820251464844,22.05810546875,11.268435973049051,4.400634765625,52.740478515625,15.82183837890625,32.32879638671875,completed,measured,7795.9,3,Moderate,11.8394416963,8.523717668096099,24.08549333,0.6729483263232295,-1.3128032127924087,-0.9624941049898154,-0.6428964992312065,-0.8450249432783699,-0.5200363574941722,8.96148149778167,3.2222897240772994,1,Low,Moderate,1,Low
E01003079,Lambeth 027A,Lambeth,30.785,Q4,80,13.783493041992188,3.1158447265625,21.23522520068828,0,95.73974609375,0.042724609375,19.921875,completed,measured,7582.3,3,Moderate,12.5880109148,12.0691059939419,17.05691893,-0.27137313570154015,0.6143181502738403,-0.9956425487269303,-0.6428964992312065,-0.4372224959294785,-1.2560851865037654,8.93370374009693,2.893528931552069,1,Low,Moderate,1,Low
E01003080,Lambeth 027B,Lambeth,18.517,Q2,80,20.212936401367188,4.8614501953125,25.7672671776193,0,86.419677734375,0.0335693359375,35.8795166015625,completed,measured,13174,3,Moderate,12.7252725205,11.5739594700106,25.03320452,0.35040279835283494,-0.5706813425885097,-0.12787029758074242,-0.6428964992312065,-0.4941759085594784,-0.42078981446280145,9.486076373409563,3.2593728201499244,2,Medium,Moderate,2,Medium
E01003081,Lambeth 028C,Lambeth,29.721,Q4,80,11.35711669921875,4.669189453125,17.199676884556403,0,86.419677734375,0.2899169921875,14.01214599609375,completed,measured,9041.4,3,Moderate,14.9839300868,11.3758596605413,33.16645141,-0.5060221298007818,0.5115434958553906,-0.7692057778616473,-0.6428964992312065,-0.5169620125616844,0.43094291378866534,9.109679904876522,3.531244209695385,1,Low,Moderate,3,High
E01003082,Lambeth 031C,Lambeth,30.194,Q4,80,24.68711853027344,24.7802734375,15.468630349045387,0,62.396240234375,15.44952392578125,33.892822265625,completed,measured,10956.2,3,Moderate,13.6102332666,20.2754846264106,25.69893586,0.7830901426271467,0.557231852565848,-0.47204922323698556,-0.6428964992312065,0.5067026774558687,-0.35107286400383136,9.301752053410295,3.2846237091812434,1,Low,Moderate,2,Medium
E01003083,Lambeth 030A,Lambeth,19.665,Q2,80,31.226348876953125,29.9835205078125,20.10378940889778,0.08544921875,92.85888671875,13.99078369140625,48.48480224609375,completed,measured,10384.1,2,Poor,8.40901703391,21.8028840907491,24.43019855,1.4154833109835938,-0.45979289966334036,-0.5608330465609719,-1.2874476166464521,0.6823892828118646,-0.48393801676457904,9.248127365536842,3.2359373871109804,1,Low,Poor,1,Low
E01003084,Lambeth 030B,Lambeth,19.315,Q2,80,12.01019287109375,7.9376220703125,13.41247292997054,0,64.105224609375,2.15301513671875,15.19317626953125,completed,measured,10680.4,3,Moderate,14.9236658811,22.9741618874747,28.90788518,-0.44286471101986463,-0.49360035177467226,-0.5148504441297587,-0.6428964992312065,0.8171135804432581,-0.015024149866703859,9.27625919006547,3.398122164023706,1,Low,Moderate,2,Medium
E01003085,Lambeth 030C,Lambeth,16.358,Q2,80,26.075592041015625,26.385498046875,15.990440611448774,0.08544921875,92.85888671875,14.91546630859375,34.72900390625,completed,measured,7976,2,Poor,8.76818284229,20.4234324554307,19.17480622,0.9173660613647528,-0.7792250257552696,-0.9345445042545418,-1.2874476166464521,0.5237201325861073,-1.034295052251391,8.984317679911129,3.004434609153255,1,Low,Poor,1,Low
E01003086,Lambeth 031D,Lambeth,31.39,Q4,80,30.413970947265625,31.6131591796875,13.033364467995604,0,59.100341796875,22.882080078125,39.21661376953125,completed,measured,10693.7,2,Poor,8.62073186143,13.0754832758571,32.88799804,1.3369202040701351,0.6727567460662858,-0.5127864258633558,-1.2874476166464521,-0.32146560816361264,0.4017826224894403,9.2775035706322,3.5230609115814118,1,Low,Poor,3,High
E01003087,Lambeth 031E,Lambeth,42.482,Q5_Most,80,21.873931884765625,23.5687255859375,12.38734245831496,0.274658203125,58.935546875,11.3433837890625,30.29327392578125,completed,measured,12407.5,2,Poor,9.01712632034,5.8226309333857,18.80621187,0.5110336586658428,1.7441631998345597,-0.24682292924974342,-1.2874476166464521,-1.1557129919997313,-1.0728951188163909,9.426137000627339,2.985995619305351,2,Medium,Poor,1,Low
E01003088,Lambeth 010A,Lambeth,32.424,Q4,80,6.02813720703125,3.6529541015625,9.447236172644176,0,40.05126953125,0.115966796875,5.2001953125,completed,measured,16822,5,Very Good,20.3162114977,19.2874590299611,29.19473843,-1.02137486192806,0.7726336188751926,0.4382604269182996,0.6462057355992847,0.3930566620566015,0.015015796606665788,9.730502276719161,3.4076676850298444,3,High,Good,2,Medium
E01003089,Lambeth 008A,Lambeth,31.444,Q4,80,12.966156005859377,3.515625,17.207957614525416,0,62.59765625,0.03509521484375,21.1639404296875,completed,measured,14670.2,3,Moderate,14.2148018054,16.0730096853554,21.91961251,-0.3504158258183584,0.6779727529634626,0.10432399792240096,-0.6428964992312065,0.02331992544777899,-0.7468524869976653,9.593641667382625,3.131992985508165,2,Medium,Moderate,1,Low
E01003090,Lambeth 012D,Lambeth,25.416,Q3,80,11.45782470703125,4.08935546875,14.041011654695,0,54.754638671875,0.2685546875,20.31097412109375,completed,measured,16905.1,6,Excellent,25.3973690074,11.885623042938,32.67919985,-0.4962829016710142,0.09571183488600556,0.45115666134973315,1.2907568530145304,-0.45832731988366027,0.37991678533634426,9.73542978253112,3.516880431669111,3,High,Good,3,High
E01003091,Lambeth 008B,Lambeth,23.431,Q3,80,10.824661254882813,4.0802001953125,15.480003285255084,0,66.949462890625,0,15.27099609375,completed,measured,21281.1,3,Moderate,11.7852272667,4.7143673430152,26.80990906,-0.5575146094353637,-0.09602471494540656,1.1302652277992418,-0.6428964992312065,-1.2831891844286494,-0.2347291396034692,9.96562162279714,3.325392398193781,3,High,Moderate,2,Medium
E01003092,Lambeth 008C,Lambeth,36.627,Q5_Most,80,16.578521728515625,14.0289306640625,15.614534717097609,0,62.59765625,5.20172119140625,22.6837158203125,completed,measured,14908.1,4,Good,17.5515429096,14.9023413846709,28.02818842,-0.0010726640848462143,1.1786128223721326,0.14124354270264272,0.0016546181840391264,-0.11133426590628578,-0.10714806194786992,9.609727043763877,3.368267372369056,2,Medium,Moderate,2,Medium
E01003093,Lambeth 010B,Lambeth,33.26,Q4,80,13.747100830078123,14.3280029296875,11.16491694509968,0,50.30517578125,3.0792236328125,20.15533447265625,completed,measured,31294.3,6,Excellent,28.2797947063,7.3138780349148,26.11731946,-0.2748925385938882,0.8533851330611172,2.684207160516843,1.2907568530145304,-0.9841847525760771,-0.30725875016919374,10.351223205508733,3.3001726182167017,3,High,Good,2,Medium
E01003094,Lambeth 010C,Lambeth,30.432,Q4,80,10.398941040039063,4.0283203125,11.053990404596336,0,35.4736328125,1.9622802734375,19.76318359375,completed,measured,18228.8,5,Very Good,24.5071147505,11.8325183268861,36.44946823,-0.5986849828930176,0.5802209200015537,0.6565807951269761,0.6462057355992847,-0.46443560230052816,0.7747481505917074,9.810812896685484,3.6229925103964606,3,High,Good,3,High
E01003095,Lambeth 012E,Lambeth,19.761,Q2,80,8.8076019287109375,3.4332275390625,11.503925268571592,0,39.764404296875,0.4547119140625,11.67755126953125,completed,measured,10600.4,5,Very Good,20.1448388601,24.950497613842,24.570267779999998,-0.7525795437496029,-0.4505199985128035,-0.5272655915968429,0.6462057355992847,1.0444383392349095,-0.4692696378225031,9.268741346850659,3.241430261676887,1,Low,Good,1,Low
E01003096,Lambeth 010D,Lambeth,25.455,Q3,80,8.0146026611328125,4.01611328125,10.582358354959869,0,56.494140625,1.654052734375,10.02655029296875,completed,measured,14663.9,5,Very Good,22.2144789305,13.8301171093428,31.72356345,-0.8292685870683941,0.09947895097841093,0.10334630505936791,0.6462057355992847,-0.2346650955358941,0.2798402956887501,9.593212162431602,3.4880954132006545,2,Medium,Good,2,Medium
E01003097,Lambeth 006A,Lambeth,32.154,Q4,80,11.25732421875,8.9569091796875,11.273734409668007,0,49.609375,1.953125,16.2933349609375,completed,measured,15881.8,6,Excellent,28.2475542321,16.505191279827102,30.7297881,-0.515672819493006,0.7465535843893082,0.2923514063113918,1.2907568530145304,0.07303090086897206,0.17576980556687005,9.672992041676292,3.4572559273503023,2,Medium,Good,2,Medium
E01003098,Lambeth 005A,Lambeth,23.401,Q3,80,13.511581420898438,10.626220703125,12.431149025152854,0,51.165771484375,2.47344970703125,20.7122802734375,completed,measured,18447.2,6,Excellent,26.7019938443,24.8028760701029,29.49479194,-0.29766905165191265,-0.09892249655494942,0.6904741477121163,1.2907568530145304,1.0274584145312131,0.046438105329145385,9.822722083733682,3.417555912967315,3,High,Good,2,Medium
E01003099,Lambeth 005B,Lambeth,26.601,Q3,80,14.827194213867188,11.871337890625,14.236096579319168,0,62.29248046875,2.43988037109375,21.0418701171875,completed,measured,5589.9,6,Excellent,33.5117024632,3.6008282595937,12.67509378,-0.1704393169021305,0.21017420846294418,-1.3048417963946637,1.2907568530145304,-1.4112721817487233,-1.714960213932128,8.628895554978657,2.615576206054183,1,Low,Good,1,Low
E01003101,Lambeth 003A,Lambeth,28.222,Q4,80,12.497177124023438,8.9935302734375,14.533135734755788,0,64.227294921875,0.89263916015625,18.3837890625,completed,measured,12355.5,6,Excellent,35.6004982114,7.6065246132954,28.86300884,-0.3957696404499354,0.36675100809857114,-0.2548927751033482,1.2907568530145304,-0.9505235623471004,-0.01972370565531979,9.42193751939002,3.396620551937483,2,Medium,Good,2,Medium
E01003102,Lambeth 004A,Lambeth,25.93,Q3,80,12.054443359375,6.1492919921875,19.857773828450053,0,93.7744140625,0.63629150390625,14.4012451171875,completed,measured,10271.1,6.5,Excellent,42.0276975693,22.530827071299,37.41260244,-0.43858535320526976,0.14536049312950466,-0.5783694423582284,1.6130324117221533,0.7661197240824629,0.8756098285230927,9.237186761084848,3.648385594293268,1,Low,Good,3,High
E01003104,Lambeth 004C,Lambeth,24.638,Q3,80,11.858444213867188,8.7249755859375,12.323451116271526,0,59.7900390625,3.32489013671875,16.412353515625,completed,measured,21263.8,6,Excellent,31.6254547012,2.1905394242599,34.50834194,-0.45753995704267353,0.020562698478530286,1.127580452159485,1.2907568530145304,-1.5734883300688762,0.57146884366508,9.964808402517711,3.5697676531022533,3,High,Good,3,High
E01003105,Lambeth 003B,Lambeth,29.263,Q4,80,9.8097991943359375,8.2183837890625,8.66899264412578,0,34.1796875,3.51104736328125,14.569091796875,completed,measured,17807.9,6,Excellent,30.7999362965,14.3645077019821,28.58485498,-0.6556594674521581,0.4673040299497047,0.5912616005157794,1.2907568530145304,-0.17319769859946899,-0.048852631563466704,9.787453611321828,3.3872625743082945,3,High,Good,2,Medium
E01003106,Lambeth 003C,Lambeth,27.175,Q3,80,12.87384033203125,7.952880859375,12.618992852734888,0,44.598388671875,1.83258056640625,19.7998046875,completed,measured,17941.2,6,Excellent,29.6979428292,13.5768927313584,33.19415512,-0.35934345160397885,0.26561842992552903,0.6119483399828084,1.2907568530145304,-0.2637918121546733,0.43384411140631013,9.794910759086418,3.532054726539014,3,High,Good,3,High
